Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39
0,25,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,26,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,27,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,28,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,29,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,30,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,31,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,32,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,33,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,34,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,35,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,36,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,37,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,38,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
0,39,2,0,0,0,3,0,0,1,0,2,0,0,3,0,4,1,2,0,3,3,1,3,0,2,0,1,2,0,1,2,4,0,1,2,0,1,3,1,3,4
